project_number,subproject_number,subproject,report_path,last_modified
1502000,0173,1502000.0173,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0173\IssuedDocuments\T&T-IAG-2021-C0643688-Report.docx,2022-03-03
1502000,0174,1502000.0174,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0174\IssuedDocuments\T+T_2022-IAG-C0629992 - Final Report.docx,2022-03-03
1502000,0175,1502000.0175,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0175\IssuedDocuments\T+T_2021_IAG_C0630729_Report.docx,2022-02-24
1502000,0176,1502000.0176,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0176\IssuedDocuments\T&T_IAG_2022_C3828500_Final Report.docx,2022-02-13
1502000,0177,1502000.0177,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0177\IssuedDocuments\T+T_2021_C0642739_Final Report.docx,2022-03-07
1502000,0178,1502000.0178,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0178\IssuedDocuments\T+T-2021-C3822595-Report.docx,2022-02-14
1502000,0179,1502000.0179,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0179\IssuedDocuments\Final Report\T+T_2022-IAG-C0655628_Final Report.docx,2022-03-03
1502000,0180,1502000.0180,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0180\IssuedDocuments\T+T-2022-IAG-C3864155-Final Report.docx,2022-02-18
1502000,0181,1502000.0181,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0181\IssuedDocuments\Final Report\T+T_2021-IAG-C0662323_Report.docx,2022-01-26
1502000,0182,1502000.0182,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0182\IssuedDocuments\Final report\T+T_2021_IAG-C39002_Report_Final.docx,2022-01-16
1502000,0183,1502000.0183,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0183\IssuedDocuments\Draft report\T+T_2021_IAG-C0663312_Draft report.docx,2022-02-01
1502000,0184,1502000.0184,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0184\IssuedDocuments\1502000.0184_15 Tiffany Close_T+T Inspection & Assessment Report.docx,2022-02-01
1502000,0185,1502000.0185,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0185\IssuedDocuments\Amendment\T+T_2022-IAG-C3902202_Final_Report_v2.docx,2022-04-13
1502000,0186,1502000.0186,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0186\IssuedDocuments\1502000.0186_144 Ridge Road_T+T Inspection & Assessment Report.docx,2022-02-03
1502000,0187,1502000.0187,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0187\IssuedDocuments\Final\T+T_2022_IAG_C0658479_Final Report.docx,2022-03-11
1502000,0188,1502000.0188,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0188\IssuedDocuments\T+T_2022_IAG_C3822916-Final Report.docx,2022-03-03
1502000,0189,1502000.0189,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0189\IssuedDocuments\Final\T+T_2022_IAG_7981795-Final Report.docx,2022-02-18
1502000,0190,1502000.0190,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0190\IssuedDocuments\FINAL\Final V2 updated claim no\T+T_2022-IAG-C3987737_Final ReportV2.docx,2022-05-12
1502000,0191,1502000.0191,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0191\IssuedDocuments\Final Report\T+T -2022-IAG-C0666768-Final Report.docx,2022-07-18
1502000,0193,1502000.0193,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0193\IssuedDocuments\Final\T+T_2022_IAG_8000364_Report.docx,2022-02-17
1502000,0194,1502000.0194,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0194\IssuedDocuments\Draft\T+T_2022-IAG-C3905923_Draft Report V2.docx,2022-03-08
1502000,0196,1502000.0196,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0196\IssuedDocuments\1502000.0196_7 Melissa Place_T+T Inspection & Assessment Report.docx,2022-02-08
1502000,0197,1502000.0197,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0197\IssuedDocuments\Final\T&T-IAG -C3882228L-Report.docx,2022-03-23
1502000,0198,1502000.0198,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0198\IssuedDocuments\T+T_2021-IAG-C0619894_Report.docx,2022-03-18
1502000,0199,1502000.0199,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0199\IssuedDocuments\T+T-2022-IAG-C3828495-Final Report.docx,2022-03-02
1502000,0201,1502000.0201,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0201\IssuedDocuments\Final\T+T_2022-IAG-C3912347_Report.docx,2022-02-08
1502000,0202,1502000.0202,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0202\IssuedDocuments\Final\T+T_2022_IAG_C3912086_Report.docx,2022-02-09
1502000,0203,1502000.0203,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0203\IssuedDocuments\Final Report\T+T_2022-IAG-C3904111_Final Report.docx,2022-02-07
1502000,0205,1502000.0205,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0205\IssuedDocuments\Final\T+T-2022 - IAG - C0670250 - Report.docx,2022-03-23
1502000,0208,1502000.0208,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0208\IssuedDocuments\Draft Report\T+T_2022_IAG_C3907839_Draft Report.docx,2022-03-09
1502000,0209,1502000.0209,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0209\IssuedDocuments\Final Report\T+T_2021-AndoIG-AL058641_Report.docx,2022-04-08
1502000,0210,1502000.0210,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0210\IssuedDocuments\Final Report\T+T_2021-IAG-C0662173_Report .docx,2022-04-06
1502000,0212,1502000.0212,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0212\IssuedDocuments\Final\T+T_2021-IAG-C0650648_Report.docx,2022-03-18
1502000,0214,1502000.0214,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0214\IssuedDocuments\T+T-2022-IAG-C3822555-Report.docx,2022-02-14
1502000,0215,1502000.0215,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0215\IssuedDocuments\Final Report\T+T_2022-IAG-C3931132_Report.docx,2022-02-10
1502000,0216,1502000.0216,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0216\IssuedDocuments\Final Report\T+T_2022-IAG-C0674400_Report.docx,2022-03-08
1502000,0217,1502000.0217,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0217\IssuedDocuments\Final report\T+T_2022_IAG-C3909037_Report.docx,2022-02-10
1502000,0218,1502000.0218,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0218\IssuedDocuments\T+T_2022-IAG-7989660_Report.docx,2022-05-23
1502000,0219,1502000.0219,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0219\IssuedDocuments\Final report\T+T_2022_IAG-C0680329_Report.docx,2022-02-22
1502000,0220,1502000.0220,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0220\IssuedDocuments\Final Report\T+T_2021_AMI_C3955827-Final Report.docx,2022-03-24
1502000,0221,1502000.0221,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0221\IssuedDocuments\Final Report\T+T_2021-IAG-C0638318_ Report.docx,2023-09-08
1502000,0223,1502000.0223,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0223\IssuedDocuments\T+T-2022-IAG-C3914161-Report.docx,2022-03-25
1502000,0224,1502000.0224,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0224\IssuedDocuments\Final Report\T+T-IAG-2021-C3966010_Report Rev 1.docx,2022-05-12
1502000,0226,1502000.0226,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0226\IssuedDocuments\Final\T+T_IAG_2022_C3969598_Report.docx,2022-04-20
1502000,0227,1502000.0227,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0227\IssuedDocuments\Final Report\T+T_2022-IAG-C3958422_Report.docx,2022-03-28
1502000,0229,1502000.0229,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0229\IssuedDocuments\T+T_2022-IAG-C3917043_Preliminary Report.docx,2022-02-24
1502000,0230,1502000.0230,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0230\IssuedDocuments\Final\FInal report (V3)\T+T_2022_IAG_C3967257_Final Report (V3).docx,2022-08-14
1502000,0231,1502000.0231,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0231\IssuedDocuments\Final Report\T+T_2022-IAG_C3966167_Report Rev 1.docx,2022-12-01
1502000,0232,1502000.0232,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0232\IssuedDocuments\T&T-2022-IAG-C3966558-Report.docx,2022-03-31
1502000,0235,1502000.0235,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0235\IssuedDocuments\Final Report\T+T_2022_IAG_C3976470_Report.docx,2022-05-06
1502000,0236,1502000.0236,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0236\IssuedDocuments\Final Report_V4\T+T_2022-IAG-C8014004_Report Rev4.docx,2023-06-08
1502000,0237,1502000.0237,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0237\IssuedDocuments\Draft Report\T+T_2022_IAG_C3965985_Draft Report.docx,2022-04-11
1502000,0238,1502000.0238,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0238\IssuedDocuments\Final\T+T_2021_IAG_C3854921_Report.docx,2022-07-27
1502000,0240,1502000.0240,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0240\IssuedDocuments\Draft\T+T_2022-IAG-C3966392_Draft Report Rev 2.docx,2022-05-17
1502000,0241,1502000.0241,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0241\IssuedDocuments\Final report\T+T_2022-C3965916_Report Rev 1.docx,2022-04-22
1502000,0242,1502000.0242,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0242\IssuedDocuments\Final\T+T-2022-IAG-C3967963-Report.docx,2022-03-24
1502000,0243,1502000.0243,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0243\IssuedDocuments\Final\T+T_2022-IAG_8014470_Final Report.docx,2022-04-22
1502000,0244,1502000.0244,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0244\IssuedDocuments\T+T_2022_IAG-C0692849_Final Report.docx,2022-03-22
1502000,0245,1502000.0245,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0245\IssuedDocuments\Final Report\T+T_2022_IAG-C3974311_Report.docx,2022-04-18
1502000,0246,1502000.0246,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0246\IssuedDocuments\Final Report\T+T_2022_IAG-C3972003_Report.docx,2022-03-30
1502000,0247,1502000.0247,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0247\IssuedDocuments\Final Report\T+T_2022_IAG-C0714600_Report.docx,2022-03-31
1502000,0249,1502000.0249,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0249\IssuedDocuments\Final Report\T+T_2022-C3966649_Final Report.docx,2022-04-01
1502000,0256,1502000.0256,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0256\IssuedDocuments\Final Report\T+T_2022_IAG-C3893520_Report.docx,2022-04-11
1502000,0257,1502000.0257,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0257\IssuedDocuments\6 Palliser Road - Geotechnical Assessment Final Report.docx,2022-04-20
1502000,0258,1502000.0258,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0258\IssuedDocuments\Final Report\T+T_2022-IAG-C3959861_Report.docx,2022-03-30
1502000,0259,1502000.0259,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0259\IssuedDocuments\Final Report\T+T_2022-IAG-C0700960_Report.docx,2022-04-13
1502000,0260,1502000.0260,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0260\IssuedDocuments\Final\T+T_2022-IAG_C3974368_Final Report_V1.docx,2022-07-04
1502000,0261,1502000.0261,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0261\IssuedDocuments\20220322 Prelim Report\20220322_PrelimReport.docx,2022-03-21
1502000,0265,1502000.0265,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0265\IssuedDocuments\Final Report\T+T_2022_IAG_C3968687_Report.docx,2022-05-05
1502000,0267,1502000.0267,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0267\IssuedDocuments\Final\T+T_2022-IAG-C3396743_Final Report V2.docx,2022-06-15
1502000,0268,1502000.0268,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0268\IssuedDocuments\Final Report V2\T+T_2022-IAG-C0692377_Final Report V2.docx,2022-12-12
1502000,0272,1502000.0272,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0272\IssuedDocuments\Final Report V2\T+T_2022_IAG-C3991544_ReportV2.docx,2022-05-16
1502000,0275,1502000.0275,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0275\IssuedDocuments\Draft Report\T+T_2022_MAS_728010_Report V2.docx,2022-05-20
1502000,0276,1502000.0276,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0276\IssuedDocuments\Final Report\T+T_2022-IAG-C3976303_Report Rev 1.docx,2022-06-27
1502000,0277,1502000.0277,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0277\IssuedDocuments\Final Report\T+T_2022-IAG-C0702317_Report.docx,2022-04-08
1502000,0278,1502000.0278,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0278\IssuedDocuments\Final Report\T+T_2022_IAG-C3995338_Final Report.docx,2022-03-25
1502000,0279,1502000.0279,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0279\IssuedDocuments\Final Report\T+T_2022_IAG-C0689637_Report.docx,2022-04-26
1502000,0280,1502000.0280,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0280\IssuedDocuments\Final Report V2\T+T_2022_IAG_C3967288_Final Report V2.docx,2022-11-08
1502000,0282,1502000.0282,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0282\IssuedDocuments\Final Report\T+T_2022-IAG-C0705180_Final Report.docx,2022-04-13
1502000,0284,1502000.0284,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0284\IssuedDocuments\T+T_2022_IAG-C3990194_Final Report V2.docx,2022-05-23
1502000,0285,1502000.0285,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0285\IssuedDocuments\Final Report\T+T_2022-IAG-8017963_Report.docx,2022-04-08
1502000,0286,1502000.0286,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0286\IssuedDocuments\Final\T+T_2022-IAG-C3969429_Final Report.docx,2022-05-03
1502000,0288,1502000.0288,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0288\IssuedDocuments\Final Report\T+T_2022_IAG-C3987489_Report.docx,2022-04-11
1502000,0289,1502000.0289,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0289\IssuedDocuments\Final\T+T_2022-IAG-C3965682_Final Report.docx,2022-05-11
1502000,0290,1502000.0290,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0290\IssuedDocuments\Final Report\T+T_2021-IAG-C0697372_Report.docx,2022-05-11
1502000,0292,1502000.0292,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0292\IssuedDocuments\Draft\T+T_2022-IAG-C4000882_Draft Report.docx,2022-04-29
1502000,0293,1502000.0293,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0293\IssuedDocuments\Final Report\T+T_2022-IAG-C3996243_Report.docx,2022-05-13
1502000,0296,1502000.0296,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0296\IssuedDocuments\Prelim Report\T+T_2022_IAG_C3995131_Prelim Report.docx,2022-04-11
1502000,0297,1502000.0297,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0297\IssuedDocuments\Final Report 23.5.2025\T+T_2022-IAG-C3992112_Report.docx,2025-05-23
1502000,0298,1502000.0298,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0298\IssuedDocuments\Final Report\T+T_2022_IAG-C4010189_Report.docx,2022-04-12
1502000,0299,1502000.0299,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0299\IssuedDocuments\Final Report\T+T_2022_IAG_8020324 EQC Land_Report.docx,2022-05-06
1502000,0300,1502000.0300,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0300\IssuedDocuments\Final\T+T_2022-IAG-8020321_Final Report.docx,2022-05-03
1502000,0301,1502000.0301,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0301\IssuedDocuments\Final Report V2\T+T_2022-IAG-C0710881-ReportV2.docx,2022-05-16
1502000,0303,1502000.0303,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0303\IssuedDocuments\Final Report V2\T+T_2022_IAG-C4009237_Final_Report_Rev2.docx,2022-08-03
1502000,0304,1502000.0304,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0304\IssuedDocuments\T+T-2022-IAG-C0700599-Final report.docx,2022-05-22
1502000,0305,1502000.0305,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0305\IssuedDocuments\Final Report\T+T_2022_IAG_8014590_Final Report.docx,2022-04-13
1502000,0307,1502000.0307,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0307\IssuedDocuments\1502000.0307_5 Tyldens Road_T+T Inspection & Assessment Report.docx,2022-05-18
1502000,0308,1502000.0308,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0308\IssuedDocuments\Commercial Claim Final report\t+t-2022-iag-C0716551-Commercial claim final report.docx,2022-11-17
1502000,0309,1502000.0309,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0309\IssuedDocuments\Final Report\T+T_2022_IAG-C0711600_Report.docx,2022-05-05
1502000,0310,1502000.0310,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0310\IssuedDocuments\20220617 1502000 Final Report.docx,2022-06-16
1502000,0313,1502000.0313,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0313\IssuedDocuments\Final Report\T+T 2022 IAG C3962698_Final Report.docx,2022-05-10
1502000,0314,1502000.0314,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0314\IssuedDocuments\T&T-IAG-C4009598-Report.docx,2022-05-08
1502000,0315,1502000.0315,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0315\IssuedDocuments\Final Report\T+T_2022_IAG-C4015478_Report.docx,2022-06-09
1502000,0316,1502000.0316,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0316\IssuedDocuments\Final Report\T+T_2022_IAG-C4012392_Report.docx,2022-06-09
1502000,0317,1502000.0317,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0317\IssuedDocuments\T+T-2022-IAG-C3959228-Final report.docx,2022-05-22
1502000,0318,1502000.0318,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0318\IssuedDocuments\Final Report\T+T_2022-IAG-C4011895_Final Report.docx,2022-06-07
1502000,0319,1502000.0319,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0319\IssuedDocuments\T+T-2022-IAG-C3979452-Final report.docx,2022-05-22
1502000,0320,1502000.0320,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0320\IssuedDocuments\Final Report\T+T_2022_IAG-C4027055_Final Report.docx,2022-06-08
1502000,0322,1502000.0322,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0322\IssuedDocuments\Final Report\T+T_2022-IAG-C4022164_Final Report.docx,2022-06-08
1502000,0323,1502000.0323,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0323\IssuedDocuments\Final Report\T+T_2022_Lumley-8023454_Final Report.docx,2022-06-27
1502000,0325,1502000.0325,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0325\IssuedDocuments\T+T-2022-IAG C4016145 - Final Report.docx,2022-05-19
1502000,0329,1502000.0329,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0329\IssuedDocuments\Final\T+T_2022-IAG-8018032_Report.docx,2022-05-15
1502000,0330,1502000.0330,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0330\IssuedDocuments\Final Report\T+T-2022-IAG-C4005761-Final report.docx,2022-05-23
1502000,0331,1502000.0331,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0331\IssuedDocuments\1502000.0331_49 Waitakere Road_T+T Inspection & Assessment Report.docx,2022-06-24
1502000,0333,1502000.0333,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0333\IssuedDocuments\Final Report\T+T_2022-IAG-C0720412_Final Report.docx,2022-06-30
1502000,0334,1502000.0334,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0334\IssuedDocuments\Draft report\T&T_2022_IAG_C3985466_Draft Report_V2.docx,2022-06-03
1502000,0337,1502000.0337,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0337\IssuedDocuments\Final\T+T_2022-IAG-C0715476_Report.docx,2022-05-18
1502000,0339,1502000.0339,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0339\IssuedDocuments\T+T_2022-IAG-C0715217_Final Report.docx,2022-07-06
1502000,0343,1502000.0343,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0343\IssuedDocuments\Final Report\T+T_2022-IAG-C0714585_Final Report.docx,2022-07-05
1502000,0346,1502000.0346,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0346\IssuedDocuments\Final Report\T+T_2022-IAG-C696266-Report.docx,2022-05-29
